No.,Date,ID,Name,Switch,Brightness(%),Power Rate(%),Power Sum(W),Power AC(W),Power DC(W),Power Limit Hard(W),Power Limit Soft(W),Current Sum(A),Current Limit(A),DR(%),Led Count,Energy (kWh)
12724,12/28/21 10:24:03 AM,1_3,3号充电桩,1,40,100,1245,1245,0,0,0,5,0,0,1,18.572
5111,12/28/21 10:24:11 AM,1_65,四个充电桩�,1,25,51,7138,7138,0,10000,0,32,35,0,4,98.812
11202,12/28/21 10:24:12 AM,1_51,配电箱总功�,1,50,100,7595,7595,0,30000,8800,35,0,0,7,128.289
8143,12/28/21 10:24:16 AM,1_62,B相电流上限,1,50,100,7334,7334,0,10000,0,32,0,0,5,105.723
9664,12/28/21 10:25:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.618
664,12/28/21 10:25:02 AM,1_73,C相充电桩电,1,40,100,178,178,0,0,0,1,0,0,1,13.916
6647,12/28/21 10:25:02 AM,1_63,C相电流上限,1,100,100,178,178,0,10000,0,1,0,0,1,13.923
3628,12/28/21 10:25:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.624
2125,12/28/21 10:25:02 AM,1_72,B相充电桩电,1,25,100,7151,7151,0,8800,0,32,0,0,4,98.841
14561,12/28/21 10:25:02 AM,1_11,充电桩上电,1,25,100,7151,7151,0,0,0,32,0,0,4,98.713
13511,12/28/21 10:25:02 AM,1_2,2号充电桩,1,100,100,1700,1700,0,0,0,7,0,0,1,28.421
12202,12/28/21 10:25:02 AM,1_4,4号充电桩,1,100,100,2844,2844,0,0,0,12,0,0,1,30.474
12725,12/28/21 10:25:02 AM,1_3,3号充电桩,1,40,100,1248,1248,0,0,0,5,0,0,1,18.593
15577,12/28/21 10:25:02 AM,1_1,1号充电桩,1,100,100,1359,1359,0,0,0,6,0,0,1,20.285
5112,12/28/21 10:25:11 AM,1_65,四个充电桩�,1,25,51,7154,7154,0,10000,0,32,35,0,4,98.932
11203,12/28/21 10:25:12 AM,1_51,配电箱总功�,1,50,100,7602,7602,0,30000,8800,35,0,0,7,128.416
8144,12/28/21 10:25:18 AM,1_62,B相电流上限,1,50,100,7336,7336,0,10000,0,32,0,0,5,105.848
9665,12/28/21 10:26:03 AM,1_61,A相电流上限,1,100,100,113,113,0,10000,0,0,0,0,1,8.62
6648,12/28/21 10:26:04 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.926
665,12/28/21 10:26:04 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.919
3629,12/28/21 10:26:04 AM,1_71,A相充电桩电,1,40,100,113,113,0,8800,0,0,0,0,1,8.626
14562,12/28/21 10:26:04 AM,1_11,充电桩上电,1,25,100,7185,7185,0,0,0,33,0,0,4,98.834
2126,12/28/21 10:26:04 AM,1_72,B相充电桩电,1,25,100,7185,7185,0,8800,0,33,0,0,4,98.962
13512,12/28/21 10:26:04 AM,1_2,2号充电桩,1,100,100,1704,1704,0,0,0,7,0,0,1,28.449
12203,12/28/21 10:26:04 AM,1_4,4号充电桩,1,100,100,2871,2871,0,0,0,13,0,0,1,30.523
12726,12/28/21 10:26:04 AM,1_3,3号充电桩,1,40,100,1249,1249,0,0,0,5,0,0,1,18.614
15578,12/28/21 10:26:04 AM,1_1,1号充电桩,1,100,100,1361,1361,0,0,0,6,0,0,1,20.309
5113,12/28/21 10:26:11 AM,1_65,四个充电桩�,1,25,51,7151,7151,0,10000,0,32,35,0,4,99.051
11204,12/28/21 10:26:13 AM,1_51,配电箱总功�,1,50,100,7616,7616,0,30000,8800,35,0,0,7,128.543
8145,12/28/21 10:26:16 AM,1_62,B相电流上限,1,50,100,7338,7338,0,10000,0,32,0,0,5,105.966
9666,12/28/21 10:27:02 AM,1_61,A相电流上限,1,100,100,221,221,0,10000,0,1,0,0,1,8.623
3630,12/28/21 10:27:02 AM,1_71,A相充电桩电,1,40,100,221,221,0,8800,0,1,0,0,1,8.629
666,12/28/21 10:27:02 AM,1_73,C相充电桩电,1,40,100,216,216,0,0,0,1,0,0,1,13.922
6649,12/28/21 10:27:02 AM,1_63,C相电流上限,1,100,100,216,216,0,10000,0,1,0,0,1,13.93
2127,12/28/21 10:27:02 AM,1_72,B相充电桩电,1,25,100,7155,7155,0,8800,0,32,0,0,4,99.078
13513,12/28/21 10:27:02 AM,1_2,2号充电桩,1,100,100,1702,1702,0,0,0,7,0,0,1,28.477
14563,12/28/21 10:27:02 AM,1_11,充电桩上电,1,25,100,7155,7155,0,0,0,32,0,0,4,98.95
12204,12/28/21 10:27:02 AM,1_4,4号充电桩,1,100,100,2840,2840,0,0,0,12,0,0,1,30.568
12727,12/28/21 10:27:02 AM,1_3,3号充电桩,1,40,100,1245,1245,0,0,0,5,0,0,1,18.634
15579,12/28/21 10:27:02 AM,1_1,1号充电桩,1,100,100,1368,1368,0,0,0,6,0,0,1,20.331
5114,12/28/21 10:27:11 AM,1_65,四个充电桩�,1,25,51,7150,7150,0,10000,0,32,35,0,4,99.17
11205,12/28/21 10:27:12 AM,1_51,配电箱总功�,1,50,100,7716,7716,0,30000,8800,35,0,0,7,128.669
8146,12/28/21 10:27:16 AM,1_62,B相电流上限,1,50,100,7331,7331,0,10000,0,32,0,0,5,106.088
9667,12/28/21 10:28:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.625
6650,12/28/21 10:28:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.932
667,12/28/21 10:28:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.925
3631,12/28/21 10:28:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.631
14564,12/28/21 10:28:02 AM,1_11,充电桩上电,1,25,100,7151,7151,0,0,0,32,0,0,4,99.067
2128,12/28/21 10:28:02 AM,1_72,B相充电桩电,1,25,100,7151,7151,0,8800,0,32,0,0,4,99.195
13514,12/28/21 10:28:02 AM,1_2,2号充电桩,1,100,100,1703,1703,0,0,0,7,0,0,1,28.505
12205,12/28/21 10:28:02 AM,1_4,4号充电桩,1,100,100,2835,2835,0,0,0,12,0,0,1,30.615
12728,12/28/21 10:28:02 AM,1_3,3号充电桩,1,40,100,1248,1248,0,0,0,5,0,0,1,18.654
15580,12/28/21 10:28:02 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.353
5115,12/28/21 10:28:11 AM,1_65,四个充电桩�,1,25,51,7149,7149,0,10000,0,32,35,0,4,99.287
11206,12/28/21 10:28:13 AM,1_51,配电箱总功�,1,50,100,7618,7618,0,30000,8800,35,0,0,7,128.796
8147,12/28/21 10:28:16 AM,1_62,B相电流上限,1,50,100,7339,7339,0,10000,0,32,0,0,5,106.208
6651,12/28/21 10:29:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.935
9668,12/28/21 10:29:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.627
668,12/28/21 10:29:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.928
3632,12/28/21 10:29:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.633
14565,12/28/21 10:29:02 AM,1_11,充电桩上电,1,25,100,7175,7175,0,0,0,33,0,0,4,99.186
2129,12/28/21 10:29:02 AM,1_72,B相充电桩电,1,25,100,7175,7175,0,8800,0,33,0,0,4,99.314
13515,12/28/21 10:29:02 AM,1_2,2号充电桩,1,100,100,1699,1699,0,0,0,7,0,0,1,28.533
12206,12/28/21 10:29:02 AM,1_4,4号充电桩,1,100,100,2871,2871,0,0,0,13,0,0,1,30.663
15581,12/28/21 10:29:02 AM,1_1,1号充电桩,1,100,100,1359,1359,0,0,0,6,0,0,1,20.376
12729,12/28/21 10:29:02 AM,1_3,3号充电桩,1,40,100,1246,1246,0,0,0,5,0,0,1,18.675
5116,12/28/21 10:29:13 AM,1_65,四个充电桩�,1,25,51,7176,7176,0,10000,0,33,35,0,4,99.409
11207,12/28/21 10:29:13 AM,1_51,配电箱总功�,1,50,100,7637,7637,0,30000,8800,35,0,0,7,128.921
8148,12/28/21 10:29:16 AM,1_62,B相电流上限,1,50,100,7316,7316,0,10000,0,32,0,0,5,106.33
9669,12/28/21 10:30:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.628
6652,12/28/21 10:30:02 AM,1_63,C相电流上限,1,100,100,223,223,0,10000,0,1,0,0,1,13.939
669,12/28/21 10:30:02 AM,1_73,C相充电桩电,1,40,100,223,223,0,0,0,1,0,0,1,13.931
3633,12/28/21 10:30:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.634
14566,12/28/21 10:30:02 AM,1_11,充电桩上电,1,25,100,7137,7137,0,0,0,32,0,0,4,99.305
2130,12/28/21 10:30:02 AM,1_72,B相充电桩电,1,25,100,7137,7137,0,8800,0,32,0,0,4,99.433
13516,12/28/21 10:30:02 AM,1_2,2号充电桩,1,100,100,1697,1697,0,0,0,7,0,0,1,28.561
12207,12/28/21 10:30:02 AM,1_4,4号充电桩,1,100,100,2829,2829,0,0,0,12,0,0,1,30.71
15582,12/28/21 10:30:02 AM,1_1,1号充电桩,1,100,100,1363,1363,0,0,0,6,0,0,1,20.398
12730,12/28/21 10:30:02 AM,1_3,3号充电桩,1,40,100,1248,1248,0,0,0,5,0,0,1,18.696
5117,12/28/21 10:30:12 AM,1_65,四个充电桩�,1,25,51,7147,7147,0,10000,0,32,35,0,4,99.524
11208,12/28/21 10:30:12 AM,1_51,配电箱总功�,1,50,100,7643,7643,0,30000,8800,35,0,0,7,129.047
8149,12/28/21 10:30:16 AM,1_62,B相电流上限,1,50,100,7340,7340,0,10000,0,32,0,0,5,106.451
11209,12/28/21 10:30:49 AM,1_51,配电箱总功�,1,50,100,7610,7610,0,30000,8800,35,0,0,7,129.123
9670,12/28/21 10:30:49 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.63
6653,12/28/21 10:30:49 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.941
8150,12/28/21 10:30:49 AM,1_62,B相电流上限,1,50,100,7343,7343,0,10000,0,32,0,0,5,106.516
670,12/28/21 10:30:49 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.934
3634,12/28/21 10:30:49 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.636
2131,12/28/21 10:30:49 AM,1_72,B相充电桩电,1,25,100,7144,7144,0,8800,0,32,0,0,4,99.527
5118,12/28/21 10:30:49 AM,1_65,四个充电桩�,1,25,51,7144,7144,0,10000,0,32,35,0,4,99.597
12208,12/28/21 10:30:50 AM,1_4,4号充电桩,1,100,100,2831,2831,0,0,0,12,0,0,1,30.747
12731,12/28/21 10:30:50 AM,1_3,3号充电桩,1,40,100,1247,1247,0,0,0,5,0,0,1,18.712
13517,12/28/21 10:30:50 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,28.584
15583,12/28/21 10:30:50 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.416
14567,12/28/21 10:30:50 AM,1_11,充电桩上电,1,25,100,7144,7144,0,0,0,32,0,0,4,99.399
9671,12/28/21 10:31:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.63
6654,12/28/21 10:31:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.942
671,12/28/21 10:31:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.934
2132,12/28/21 10:31:02 AM,1_72,B相充电桩电,1,25,100,7148,7148,0,8800,0,32,0,0,4,99.551
3635,12/28/21 10:31:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.636
14568,12/28/21 10:31:02 AM,1_11,充电桩上电,1,25,100,7148,7148,0,0,0,32,0,0,4,99.423
13518,12/28/21 10:31:02 AM,1_2,2号充电桩,1,100,100,1703,1703,0,0,0,7,0,0,1,28.589
12209,12/28/21 10:31:02 AM,1_4,4号充电桩,1,100,100,2833,2833,0,0,0,12,0,0,1,30.756
12732,12/28/21 10:31:02 AM,1_3,3号充电桩,1,40,100,1247,1247,0,0,0,5,0,0,1,18.716
15584,12/28/21 10:31:02 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.421
5119,12/28/21 10:31:11 AM,1_65,四个充电桩�,1,25,51,7143,7143,0,10000,0,32,35,0,4,99.639
11210,12/28/21 10:31:12 AM,1_51,配电箱总功�,1,50,100,7620,7620,0,30000,8800,35,0,0,7,129.171
8151,12/28/21 10:31:16 AM,1_62,B相电流上限,1,50,100,7373,7373,0,10000,0,33,0,0,5,106.571
15585,12/28/21 10:31:22 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.428
672,12/28/21 10:32:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.937
6655,12/28/21 10:32:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.944
9672,12/28/21 10:32:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.632
3636,12/28/21 10:32:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.638
14569,12/28/21 10:32:02 AM,1_11,充电桩上电,1,25,100,7149,7149,0,0,0,32,0,0,4,99.54
2133,12/28/21 10:32:02 AM,1_72,B相充电桩电,1,25,100,7149,7149,0,8800,0,32,0,0,4,99.67
13519,12/28/21 10:32:02 AM,1_2,2号充电桩,1,100,100,1703,1703,0,0,0,7,0,0,1,28.618
12210,12/28/21 10:32:02 AM,1_4,4号充电桩,1,100,100,2835,2835,0,0,0,12,0,0,1,30.803
12733,12/28/21 10:32:02 AM,1_3,3号充电桩,1,40,100,1247,1247,0,0,0,5,0,0,1,18.737
15586,12/28/21 10:32:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.443
5120,12/28/21 10:32:11 AM,1_65,四个充电桩�,1,25,51,7149,7149,0,10000,0,32,35,0,4,99.756
11211,12/28/21 10:32:12 AM,1_51,配电箱总功�,1,50,100,7597,7597,0,30000,8800,35,0,0,7,129.296
8152,12/28/21 10:32:17 AM,1_62,B相电流上限,1,50,100,7330,7330,0,10000,0,32,0,0,5,106.693
9673,12/28/21 10:33:02 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.633
6656,12/28/21 10:33:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.947
673,12/28/21 10:33:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.94
3637,12/28/21 10:33:02 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.639
14570,12/28/21 10:33:02 AM,1_11,充电桩上电,1,25,100,7180,7180,0,0,0,33,0,0,4,99.659
2134,12/28/21 10:33:02 AM,1_72,B相充电桩电,1,25,100,7180,7180,0,8800,0,33,0,0,4,99.789
13520,12/28/21 10:33:02 AM,1_2,2号充电桩,1,100,100,1699,1699,0,0,0,7,0,0,1,28.646
12211,12/28/21 10:33:02 AM,1_4,4号充电桩,1,100,100,2871,2871,0,0,0,13,0,0,1,30.85
15587,12/28/21 10:33:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.466
12734,12/28/21 10:33:02 AM,1_3,3号充电桩,1,40,100,1246,1246,0,0,0,5,0,0,1,18.758
5121,12/28/21 10:33:11 AM,1_65,四个充电桩�,1,25,51,7187,7187,0,10000,0,33,35,0,4,99.874
11212,12/28/21 10:33:12 AM,1_51,配电箱总功�,1,50,100,7641,7641,0,30000,8800,35,0,0,7,129.423
8153,12/28/21 10:33:16 AM,1_62,B相电流上限,1,50,100,7374,7374,0,10000,0,33,0,0,5,106.814
9674,12/28/21 10:34:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.635
6657,12/28/21 10:34:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.95
674,12/28/21 10:34:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.943
3638,12/28/21 10:34:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.641
14571,12/28/21 10:34:02 AM,1_11,充电桩上电,1,25,100,7153,7153,0,0,0,32,0,0,4,99.779
2135,12/28/21 10:34:02 AM,1_72,B相充电桩电,1,25,100,7153,7153,0,8800,0,32,0,0,4,99.909
13521,12/28/21 10:34:02 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,28.674
12212,12/28/21 10:34:02 AM,1_4,4号充电桩,1,100,100,2840,2840,0,0,0,12,0,0,1,30.897
15588,12/28/21 10:34:02 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.489
12735,12/28/21 10:34:02 AM,1_3,3号充电桩,1,40,100,1247,1247,0,0,0,5,0,0,1,18.778
5122,12/28/21 10:34:11 AM,1_65,四个充电桩�,1,25,51,7150,7150,0,10000,0,32,35,0,4,99.993
11213,12/28/21 10:34:12 AM,1_51,配电箱总功�,1,50,100,7602,7602,0,30000,8800,35,0,0,7,129.548
8154,12/28/21 10:34:16 AM,1_62,B相电流上限,1,50,100,7335,7335,0,10000,0,32,0,0,5,106.936
9675,12/28/21 10:35:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.637
675,12/28/21 10:35:04 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.946
6658,12/28/21 10:35:04 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.953
3639,12/28/21 10:35:04 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.643
2136,12/28/21 10:35:04 AM,1_72,B相充电桩电,1,25,100,7186,7186,0,8800,0,33,0,0,4,100.03
14572,12/28/21 10:35:04 AM,1_11,充电桩上电,1,25,100,7186,7186,0,0,0,33,0,0,4,99.9
13522,12/28/21 10:35:04 AM,1_2,2号充电桩,1,100,100,1703,1703,0,0,0,7,0,0,1,28.703
12213,12/28/21 10:35:04 AM,1_4,4号充电桩,1,100,100,2871,2871,0,0,0,13,0,0,1,30.946
12736,12/28/21 10:35:04 AM,1_3,3号充电桩,1,40,100,1248,1248,0,0,0,5,0,0,1,18.8
15589,12/28/21 10:35:04 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.512
5123,12/28/21 10:35:12 AM,1_65,四个充电桩�,1,25,51,7186,7186,0,10000,0,33,35,0,4,100.113
11214,12/28/21 10:35:13 AM,1_51,配电箱总功�,1,50,100,7594,7594,0,30000,8800,35,0,0,7,129.674
8155,12/28/21 10:35:17 AM,1_62,B相电流上限,1,50,100,7327,7327,0,10000,0,33,0,0,5,107.059
9676,12/28/21 10:36:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.638
6659,12/28/21 10:36:02 AM,1_63,C相电流上限,1,100,100,179,179,0,10000,0,1,0,0,1,13.956
676,12/28/21 10:36:02 AM,1_73,C相充电桩电,1,40,100,179,179,0,0,0,1,0,0,1,13.948
3640,12/28/21 10:36:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.644
2137,12/28/21 10:36:02 AM,1_72,B相充电桩电,1,25,100,7147,7147,0,8800,0,32,0,0,4,100.145
14573,12/28/21 10:36:02 AM,1_11,充电桩上电,1,25,100,7147,7147,0,0,0,32,0,0,4,100.015
12214,12/28/21 10:36:02 AM,1_4,4号充电桩,1,100,100,2831,2831,0,0,0,12,0,0,1,30.991
13523,12/28/21 10:36:02 AM,1_2,2号充电桩,1,100,100,1704,1704,0,0,0,7,0,0,1,28.731
15590,12/28/21 10:36:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.534
12737,12/28/21 10:36:02 AM,1_3,3号充电桩,1,40,100,1248,1248,0,0,0,5,0,0,1,18.82
5124,12/28/21 10:36:11 AM,1_65,四个充电桩�,1,25,51,7144,7144,0,10000,0,32,35,0,4,100.23
11215,12/28/21 10:36:12 AM,1_51,配电箱总功�,1,50,100,7601,7601,0,30000,8800,35,0,0,7,129.799
8156,12/28/21 10:36:16 AM,1_62,B相电流上限,1,50,100,7334,7334,0,10000,0,32,0,0,5,107.179
9677,12/28/21 10:37:03 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.64
6660,12/28/21 10:37:04 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.959
3641,12/28/21 10:37:04 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.646
677,12/28/21 10:37:04 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.951
14574,12/28/21 10:37:04 AM,1_11,充电桩上电,1,25,100,7174,7174,0,0,0,33,0,0,4,100.137
2138,12/28/21 10:37:04 AM,1_72,B相充电桩电,1,25,100,7174,7174,0,8800,0,33,0,0,4,100.267
12215,12/28/21 10:37:04 AM,1_4,4号充电桩,1,100,100,2857,2857,0,0,0,12,0,0,1,31.04
13524,12/28/21 10:37:04 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,28.759
12738,12/28/21 10:37:04 AM,1_3,3号充电桩,1,40,100,1251,1251,0,0,0,5,0,0,1,18.841
15591,12/28/21 10:37:04 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.557
5125,12/28/21 10:37:11 AM,1_65,四个充电桩�,1,25,51,7145,7145,0,10000,0,32,35,0,4,100.349
11216,12/28/21 10:37:13 AM,1_51,配电箱总功�,1,50,100,7600,7600,0,30000,8800,35,0,0,7,129.926
8157,12/28/21 10:37:16 AM,1_62,B相电流上限,1,50,100,7333,7333,0,10000,0,32,0,0,5,107.299
9678,12/28/21 10:38:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.642
6661,12/28/21 10:38:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.961
678,12/28/21 10:38:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.954
2139,12/28/21 10:38:02 AM,1_72,B相充电桩电,1,25,100,7157,7157,0,8800,0,32,0,0,4,100.382
3642,12/28/21 10:38:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.648
14575,12/28/21 10:38:02 AM,1_11,充电桩上电,1,25,100,7157,7157,0,0,0,32,0,0,4,100.252
13525,12/28/21 10:38:02 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,28.787
12216,12/28/21 10:38:02 AM,1_4,4号充电桩,1,100,100,2840,2840,0,0,0,12,0,0,1,31.086
15592,12/28/21 10:38:02 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.579
12739,12/28/21 10:38:02 AM,1_3,3号充电桩,1,40,100,1251,1251,0,0,0,5,0,0,1,18.861
5126,12/28/21 10:38:11 AM,1_65,四个充电桩�,1,25,51,7157,7157,0,10000,0,32,35,0,4,100.468
11217,12/28/21 10:38:12 AM,1_51,配电箱总功�,1,50,100,7624,7624,0,30000,8800,35,0,0,7,130.051
8158,12/28/21 10:38:16 AM,1_62,B相电流上限,1,50,100,7333,7333,0,10000,0,32,0,0,5,107.421
9679,12/28/21 10:39:03 AM,1_61,A相电流上限,1,100,100,101,101,0,10000,0,0,0,0,1,8.643
6662,12/28/21 10:39:04 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.964
679,12/28/21 10:39:04 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.957
3643,12/28/21 10:39:04 AM,1_71,A相充电桩电,1,40,100,101,101,0,8800,0,0,0,0,1,8.649
14576,12/28/21 10:39:04 AM,1_11,充电桩上电,1,25,100,7145,7145,0,0,0,32,0,0,4,100.373
2140,12/28/21 10:39:04 AM,1_72,B相充电桩电,1,25,100,7145,7145,0,8800,0,32,0,0,4,100.503
13526,12/28/21 10:39:04 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,28.816
12217,12/28/21 10:39:04 AM,1_4,4号充电桩,1,100,100,2831,2831,0,0,0,12,0,0,1,31.134
12740,12/28/21 10:39:04 AM,1_3,3号充电桩,1,40,100,1248,1248,0,0,0,5,0,0,1,18.882
15593,12/28/21 10:39:04 AM,1_1,1号充电桩,1,100,100,1365,1365,0,0,0,6,0,0,1,20.602
5127,12/28/21 10:39:11 AM,1_65,四个充电桩�,1,25,51,7145,7145,0,10000,0,32,35,0,4,100.585
11218,12/28/21 10:39:12 AM,1_51,配电箱总功�,1,50,100,7602,7602,0,30000,8800,35,0,0,7,130.177
8159,12/28/21 10:39:16 AM,1_62,B相电流上限,1,50,100,7334,7334,0,10000,0,32,0,0,5,107.541
9680,12/28/21 10:40:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.645
6663,12/28/21 10:40:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.967
680,12/28/21 10:40:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.959
3644,12/28/21 10:40:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.651
14577,12/28/21 10:40:02 AM,1_11,充电桩上电,1,25,100,7144,7144,0,0,0,32,0,0,4,100.488
2141,12/28/21 10:40:02 AM,1_72,B相充电桩电,1,25,100,7144,7144,0,8800,0,32,0,0,4,100.618
13527,12/28/21 10:40:02 AM,1_2,2号充电桩,1,100,100,1697,1697,0,0,0,7,0,0,1,28.843
12218,12/28/21 10:40:02 AM,1_4,4号充电桩,1,100,100,2831,2831,0,0,0,12,0,0,1,31.179
12741,12/28/21 10:40:02 AM,1_3,3号充电桩,1,40,100,1252,1252,0,0,0,5,0,0,1,18.902
15594,12/28/21 10:40:02 AM,1_1,1号充电桩,1,100,100,1364,1364,0,0,0,6,0,0,1,20.624
5128,12/28/21 10:40:11 AM,1_65,四个充电桩�,1,25,51,7143,7143,0,10000,0,32,35,0,4,100.704
11219,12/28/21 10:40:13 AM,1_51,配电箱总功�,1,50,100,7629,7629,0,30000,8800,35,0,0,7,130.304
8160,12/28/21 10:40:16 AM,1_62,B相电流上限,1,50,100,7337,7337,0,10000,0,32,0,0,5,107.664
6664,12/28/21 10:41:02 AM,1_63,C相电流上限,1,100,100,167,167,0,10000,0,1,0,0,1,13.97
9681,12/28/21 10:41:02 AM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,8.647
681,12/28/21 10:41:02 AM,1_73,C相充电桩电,1,40,100,167,167,0,0,0,1,0,0,1,13.962
3645,12/28/21 10:41:02 AM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,8.653
14578,12/28/21 10:41:02 AM,1_11,充电桩上电,1,25,100,7176,7176,0,0,0,33,0,0,4,100.608
2142,12/28/21 10:41:02 AM,1_72,B相充电桩电,1,25,100,7176,7176,0,8800,0,33,0,0,4,100.738
12219,12/28/21 10:41:02 AM,1_4,4号充电桩,1,100,100,2860,2860,0,0,0,13,0,0,1,31.227
13528,12/28/21 10:41:02 AM,1_2,2号充电桩,1,100,100,1701,1701,0,0,0,7,0,0,1,28.871
